word_freq_remove,word_freq_free,word_freq_your,word_freq_000,word_freq_money,word_freq_hp,word_freq_george,char_freq_!,char_freq_$,capital_run_length_average,class
0,0,0,0,0,0,0,0.935,0,3.417,1
0.12,0.12,0.24,0,0,0,0,0.056,0.094,1.246,1
0,0,2.63,0,0,0,0,1.007,0,1.44,1
0,0,3.61,0,3.61,0,0,0.421,0.21,3.454,1
0,0,0,1.07,0,0,0,0.19,0.38,3.6,1
0,0,1.92,0,0,0,0,1.336,0,1.21,1
0,0.09,1.69,1.39,0.99,0,0,0.334,0.133,15.493,1
0,0,0,0,0,0,0,0,3.125,2.411,1
0.13,0,0.27,0,0,0,0,0,0,1.531,1
0,0.31,1.25,0,0,0,0,0.777,0,3.39,1
0.26,0.26,0.52,0,0,0,0,0.369,0,13.82,1
0,0.56,1.12,0,0.22,0,0,0.373,0.196,2.576,1
0,0.24,0.73,0,0,0,0,0.041,0.041,2.351,1
0,0.24,0.73,0,0,0,0,0.041,0.041,2.351,1
0.31,0.94,2.51,0,0.31,0,0,0.89,0.046,12.382,1
0,0,1.03,0,0.51,0,0,0.8,0.177,3.125,1
0,0,2.88,1.44,0,0,0,0.084,0.336,3.2,1
0,6.45,6.45,0,0,0,0,0,0,1,1
0,1.34,4.48,0,0,0,0,0,0,2.25,1
0.35,0.35,0.17,0.35,0,0,0,0.057,0.171,1.974,1
0,1.72,0,0,0,0,0,0.251,0.251,2.022,1
0,0,0,0,0,0,0,0.186,0.186,4,1
0.42,0,0.42,0,0,0,0,0.187,0,7.951,1
0.45,0,0.45,0,0,0,0,0.203,0,8.517,1
1,0,0,0,0,0,0,0.176,0,4.476,1
0,0,0,0,0,0,0,1.385,0,20,1
0,1.25,0,0,0,0,0,0,0,1.2,1
0,0,0,1.08,0,0,0,0,0.389,3.6,1
0,0,1.38,0,0,0,0,0.486,0,2.681,1
0,0,2,0.31,1.47,0,0,0.141,3.305,11.288,1
0,0,0.95,0.23,0,0.71,0,0,0.04,3.78,1
0.09,0,1.56,0,0.36,0,0,0.341,0.085,7.273,1
0,0,0,0,0,0,0,0.546,0,2.3,1
0,0,0,0,0,0,0,2.631,0,1.666,1
0,0,0,0,0,0,0,5.844,0,1.666,1
0,0,0,0,0,0,0,1.081,0,2.3,1
0,2.59,0.64,0,0,0,0,0.574,0,5.833,1
0,0,3.73,0,0,0,0,0.536,0,2.166,1
0.64,0.32,3.24,0,0.32,0,0,0,0.156,1.688,1
0,0,0,1.08,0,0,0,0.191,0.383,3.95,1
0,0,0,0,0,0,0,3.448,0,2.666,1
0,0,0,1.08,0,0,0,0.191,0.383,3.95,1
0,0,0,0.05,0,1.16,0,0,0.053,1.864,1
0,0,1.32,0,0,0.44,0,0.291,0,1.348,1
0.2,0.61,1.23,0,0.2,0,0,0.816,0.065,3.716,1
0,0,0,0,0,0,0,4.347,0,1,1
0.1,0,0,0.75,0,0,0,0.016,0.065,1.901,1
0,1.14,1.8,0,0.49,0,0,0.902,0.225,5.833,1
0.09,0.87,1.66,0.39,0.19,0,0,0.318,0.151,6.813,1
0,0,6.66,0,0,0,0,0.396,0,3.714,1
0.1,0.91,1.72,0.4,0.2,0,0,0.297,0.156,6.8,1
0,0,2.22,0,0,0,0,1.096,0,5.16,1
0.25,0.25,0.42,0.85,0.08,0,0,0.394,0.114,7.484,1
0,0,0.77,2.05,0,0.51,0,0.26,0.173,3.298,1
1.05,0,1.05,2.1,0,0,0,0.171,0.171,2.05,1
0.1,1.94,0.61,0.51,0.1,0,0,0.518,0.162,8.181,1
0.1,0.91,1.72,0.4,0.2,0,0,0.297,0.156,6.8,1
0.44,0,0.44,0,0,0,0,0.19,0,8.033,1
0.1,0.1,1.66,0.1,1.04,0,0,0.611,0.264,3.794,1
0,0,0,0,0,0,0,0.422,0.634,4.066,1
0,0,0,0,0,0,0,0,0,2.363,1
0,2.5,1.56,0,0.62,0,0,0.111,0.111,1.672,1
0.11,0.05,2.05,0.47,0.29,0,0,0.492,0.338,6.033,1
0,0.21,1.35,0.51,0.58,0,0,0.478,0.509,6.518,1
0,0,0,0,0,0,0,0,0,3,1
0,0,0,1.12,0,0,0,0.408,0.408,4.1,1
0,0,2.41,3.38,0,0,0,0.084,0.761,5.322,1
0.25,0.25,0.42,0.85,0.08,0,0,0.394,0.114,7.54,1
0,0.76,1.14,0,0,0,0,0.264,0,4.053,1
0,0,2.5,1.42,0,0,0,0.233,0.233,3.414,1
0.31,0,0.31,0.31,0,0,0,0.13,0.173,3.244,1
0.06,0.4,0.94,0.53,0.26,0,0,1.06,0.151,4.623,1
0,3.54,1.18,0,0,0,0,0.843,0.129,5.87,1
0,0,0,1.85,0,0,0,0.919,0.367,2.84,1
0.16,0,1.64,0.45,0.53,0.04,0,0.507,0.493,5.608,1
0,0,0.43,0,0.87,0,0,0,0.151,5.086,1
0,0,2.65,1.59,0,0,0,0.093,0.466,5.038,1
0,0,2.03,0.61,0.7,0,0,0.556,0.069,19.234,1
0,0.17,2.05,0.68,1.36,0,0,0.387,1.961,11,1
0,0,1.06,0,0,0,0,0.311,0,1.954,1
0.06,0.59,1.52,0.06,0.06,0,0,0.101,0.101,4.398,1
0,0,0,0,0,0,0,0.208,0.626,4.066,1
0.52,1.05,0,1.05,0,0,0,0.291,0,3.333,1
0,0,1.55,0,0,0,0,0.057,0,2.972,1
0,0,0.64,0,0,0,0,1.116,0.111,1.8,1
0,0,0.64,0,0,0,0,1.103,0.11,1.777,1
0.31,0.15,1.09,0.62,0,0,0,0.378,4.017,3.278,1
0.23,2.13,0.35,0.59,0.11,0,0,0.42,0.191,8.026,1
0,0,3.38,0.36,0.09,0,0,0.249,0.031,3.689,1
0,0,2.35,1.41,0,0,0,0.082,0.41,5.074,1
0,0,0.88,0,0.44,0,0,0.153,0.128,2.686,1
0,0,1.63,0,0,0,0,0.125,0,3.871,1
0,0,0.88,0,0.44,0,0,0.153,0.128,2.686,1
0.13,0.27,1.45,0.37,0.6,0,0,0.456,0.5,6.049,1
0,0,0.61,0.61,0,0,0,0.382,0.223,7.538,1
0,0,1.14,2.85,0,0,0,0.211,0.74,2.9,1
0,0,1.18,2.95,0,0,0,0.109,0.763,3,1
0,0,0,0.6,0.4,0,0,0.121,0.121,2.61,1
0.77,0.19,0.38,0.19,0,0,0,0.185,0.216,1.948,1
0,0,0,0,0,0,0,0.21,0.632,3.75,1
0,0,0,0,0,0,0,0.203,0.61,4.133,1
0.1,0,0,0.74,0,0,0,0.016,0.065,2.104,1
0.9,0,2.72,0,0.9,0,0,0.537,0,2.782,1
1.02,2.04,1.02,0,0,0,0,0,0.17,1.47,1
0.56,1.41,1.12,0,0,0,0,0.153,0,9.25,1
0,0.92,1.85,0.46,0,0,0,0.142,0.5,1.636,1
0,0.14,1.28,0.14,0.42,0,0,0.094,0.118,1.42,1
0,0,2.91,0,0,0,0,0,0,1.095,1
0,0,2.23,0,0.55,0,0,0.088,0.353,2.571,1
0,0,0,0,12.5,0,0,0,0,1,1
0,0,1.63,0,0,0,0,0.121,0,3.871,1
0,0,0,0,1.47,0,0,0,0,2.333,1
1.07,0,1.34,0,0.26,0,0,0.324,0,7.369,1
0.67,0,0.67,0,0,0,0,0,0.048,1.204,1
0.4,0,0.4,0,0,0,0,0.11,0,1.594,1
0,0.41,3.09,0.2,0.61,0,0,1.689,0.132,4.913,1
0.9,0,3.63,0,0,0,0,0.774,0,1,1
0,0,1.33,0,0,0,0,0.111,0,2.133,1
0,0.21,1.34,0.5,0.54,0,0,0.439,0.505,6.683,1
0,0,2.83,0.28,0.84,0,0,1.289,0.042,3.979,1
0,0.16,2.06,0,0.66,0,0,0.213,0.113,3.15,1
0.34,2.04,2.38,0,0.34,0,0,0.215,0,6.978,1
0,0.77,0.51,0.12,1.03,0,0,1.082,0.299,5.274,1
0,0.78,1.96,0,0.78,0,0,0,0.092,4.111,1
0,0.66,0.49,0,0,0,0,0.616,0,5.778,1
0,0,1.36,0.68,0.68,0,0,0.232,0.232,2.232,1
0.64,0.32,3.21,0,0.32,0,0,0,0.156,1.752,1
1.36,1.82,1.36,0,0,0,0,0.368,0,1.68,1
1.25,2.5,1.25,0,0,0,0,0.225,0,2.35,1
1.25,2.5,1.25,0,0,0,0,0.223,0,2.35,1
0,0,0,0,0,0,0,0,0,3.666,1
2.1,0,0,0,0,0,0,0,0,2.695,1
0,0.24,0.49,0,0,0,0,0,0,5.555,1
0.05,0.11,1.1,0.63,0.52,0,0,0.363,0.535,6.171,1
0,0,0,0,0,0,0,0.649,0,5.875,1
0,0,0,0,0,0,0,0.189,0.189,3.857,1
0,0,1.33,0,0,0,0,0.699,0,9.2,1
0.25,0.5,2.01,0,0,0,0,0.375,0.034,4.2,1
0,1.03,1.03,0,0.51,0,0,0.176,0.176,2.766,1
0.19,0.98,1.38,0,1.38,0,0,0.745,0.308,6.652,1
0.19,0.98,1.38,0,1.38,0,0,0.749,0.31,6.652,1
0.19,0.98,1.38,0,1.38,0,0,0.741,0.306,6.652,1
2.1,0,0,0,0,0,0,0,0,2.695,1
0,0,0,0,0,0,0,0,0.338,4.047,1
0.27,0,2.77,0.13,0.55,0,0,1.316,0.177,4.947,1
0,0,0,0.46,0,0,0,0.095,0.023,62.75,1
0,0,3.27,0.36,0.09,0,0,0.242,0.03,3.816,1
0.27,0,2.65,0.13,0.55,0,0,1.294,0.182,4.745,1
0.19,0.98,1.38,0,1.38,0,0,0.749,0.31,6.652,1
0,0,0.28,0,0,0,0,0,0,27.479,1
0,1.81,1.45,0,0,0,0,0.125,0,1.287,1
0.23,0.23,1.89,0,0.47,0,0,0.072,0.108,2.438,1
0,0,0,0,0,0,0,0.277,0,3.2,1
0,0,1.51,0,0,0,0,0,0,2.769,1
1.08,2.17,1.08,0,0,0,0,0.334,0,1.325,1
0.56,0.22,1.36,0.11,0.22,0,0,0.574,0.134,3.155,1
0,0.68,0,0,0,0,0,1.255,0,2.818,1
0.11,0,0,0.55,0,0,0,0.034,0.12,1.961,1
0.76,0,0,0,0,0,0,0.274,0,11.035,1
0,0.11,1.71,1.82,1.14,0,0,0.388,0.236,9.827,1
0,0,1.88,0,0,0,0,0,0,2.307,1
1.28,0.64,0.64,0,0,0,0,0.085,0.17,2.466,1
0,0,0,0,0,0,0,3.333,0,2.551,1
0.9,0,2.72,0,0.9,0,0,0.546,0,2.818,1
0.05,0.21,1.5,1.09,0.35,0,0,0.322,0.626,6.896,1
0.79,0,2.76,1.18,0.79,0,0,0.612,0.183,2.678,1
0,0,0,0,0,0,0,0.192,0,1.526,1
0,0,3.8,0,0.34,0,0,1.718,0.055,5.175,1
0,0.77,2.58,0.77,0.25,0,0,0.359,0.403,5.774,1
0,1.24,1.86,0.62,0,0,0,0.321,0.107,3.846,1
0,0,0,0,0,0,0,0,0,14.5,1
0.84,0.84,0.84,0.84,0,0,0,0.519,0,5,1
0,1.43,1.43,0,0.71,0,0,0.132,0,2.322,1
0,0,3.38,0.36,0.09,0,0,0.246,0.03,3.771,1
0,0,1.25,0.45,0.45,0,0,0.265,0.132,4.215,1
0.44,0,2.2,2.2,0,0,0,0.433,0.361,2.375,1
0.5,0.1,0.7,0.6,0.1,0,0,0.474,0.152,8.55,1
0,0,1.25,0.45,0.45,0,0,0.265,0.132,4.215,1
0,0.23,1.51,0.38,0.46,0,0,0.438,0.585,6.134,1
0,0.45,0.9,0.45,0,0,0,2.115,0.07,2.651,1
0,0.56,1.12,0,0.22,0,0,0.392,0.176,2.606,1
0,0,1.88,0,0,0,0,0,0,2.307,1
0,0,0.63,0,0,0,0,1.096,0.109,1.916,1
0,0,0,2.24,0,0,0,0.218,0,1.827,1
0,0,0,1.36,0,0,0,0.125,0,7.054,1
0.47,0.94,0.94,0,0,0,0,0.218,0,1.102,1
0,0,1.47,0,0,0,0,0,0,2.769,1
0.19,0,1.75,0.09,0.29,0,0,0.404,0.224,4.285,1
0,0,2.47,0,0,0,0,0.113,0,1.25,1
0,0.09,0.89,0.39,0.49,0,0,0.19,0.247,2.324,1
1.37,0,0,0,0,0,0,0.206,0.309,4.029,1
0,0,0,0,0,0,0,0,0,3.925,1
0.36,0.36,2.95,1.47,0,0,0,0.414,0.888,3,1
0.62,1.56,1.25,0,0,0,0,0.77,0,2.481,1
0.4,0.1,2.03,0,0.3,0,0,0.928,0.384,3.179,1
0,0,1.63,0,0,0,0,0,0,1,1
0.03,0.24,1.47,0.38,0.63,0,0,0.452,0.528,6.152,1
0,0,1.49,0,0,0,0,0,0,2.692,1
0.17,0.17,0.71,0,0,0,0,0.167,0.027,7.527,1
0,0.32,0.97,0,0,0,0,1.065,0,3.932,1
0,0,2.83,0.28,0.84,0,0,1.294,0.043,3.979,1
0,0.32,1.29,0,0,0,0,0.531,0,4.337,1
0,0.58,1.5,0.17,0.34,0,0,0.127,0.182,4.225,1
1.27,0,3.82,0,0,0,0,0.983,0.089,3.488,1
0.44,0,2.2,2.2,0,0,0,0.43,0.358,2.403,1
0,0.42,1.26,0,0.42,0,0,0.472,0.472,3,1
2.94,0,4.41,0,0,0,0,0.425,0.141,140,1
0.57,0,1.14,0,0,0.57,0,0.072,0.289,7.512,1
1.78,0,0,0,0,0,0,1.344,0,5.25,1
4.08,0,0,0,2.04,0,0,0.257,0,4.181,1
2.94,0,4.41,0,0,0,0,0.427,0.142,92.333,1
0,6.52,2.17,0,0,0,0,1.149,0,9.1,1
0.13,0.13,0.52,0,0,0,0,0.366,0,7.138,1
1.94,2.91,1.94,0,1.94,0,0,0.52,0.13,6.266,1
0.86,0,0,0,0,0,0,0,0.063,4.297,1
0,0,3.08,0.44,0,0,0,0.669,0.297,3.666,1
0,0.32,1.3,0,0,0,0,0.477,0,4.273,1
0,0,2.67,0,0,0,0,1.336,0,6.611,1
0.66,0.66,0.99,0.66,0,0,0,0.406,0.464,6.932,1
0.94,0,0.94,0,0.94,0,0,0.163,1.305,2.571,1
1.1,0.36,1.1,0.36,1.1,0,0,0.435,0.062,4.411,1
0.33,0.33,2,0,0,0,0,0.372,0.159,1.894,1
0.15,0.15,0.6,0,0,0,0,0.352,0.02,5.938,1
0,0,0,0,0.57,0,0,0.396,0.099,2.333,1
1.04,0,2.09,0,0,0,0,0.621,0.062,3.902,1
0,0,0,0,0,0,0,0,0,1,1
0.14,0.14,0.84,0,0,0,0,0.583,0,5.415,1
0.04,0.21,1.54,1.09,0.36,0,0,0.308,0.672,5.459,1
0.7,0,1.4,0,1.05,0,0,0.23,0,4.596,1
0.61,0,0.92,1.23,0,0,0,0.728,0.182,4.339,1
0,0.28,0.28,0,0,0,0,0.046,0,1.661,1
0,0.35,1.4,0,0,0,0,0.897,0,4.43,1
0,0.24,2.01,0,0.32,0,0,0.337,0.054,3.502,1
0.13,0.26,1.44,0.13,0.26,0,0,0.022,0.022,12.454,1
0,2.59,1.29,2.59,0,0,0,1.098,0,3.571,1
0,0,1.24,0,0,0,0,0.246,0.894,4,1
0,0,0.68,0,0,0.34,0,0.902,0.106,664,1
0.8,0.8,1.61,0,0,0,0,0.269,0,3.115,1
0,0,0,0,0,0,0,1.111,0,1.409,1
0,0,0.02,0,0.04,0,0,0.03,0,16.644,1
0.82,0,1.23,0.41,0,0,0,0.513,0.114,2.953,1
0,0.42,0,0.42,0,0,0,0.644,0.161,2.522,1
0.4,0.1,1.92,0,0.3,0,0,0.991,0.39,3.173,1
0,0,0.02,0,0.04,0,0,0.034,0,16.587,1
0,0.32,1.32,0.34,0.84,0,0,0.64,0.166,3.697,1
0,0,1.29,0,0,0,0,0.061,0,1.456,1
0,0,1.02,0,0.2,0,0.2,0.158,0.063,2,1
0,0.77,0.77,0,0.77,0,0,0.671,0,129.5,1
0,0,0.48,0.4,0.72,0,0,0.233,0.202,8.763,1
0.07,0.47,1.49,0.55,0.31,0,0,1.132,0.077,3.382,1
0.03,0.24,1.43,0.38,0.63,0,0,0.453,0.543,6.305,1
0.03,0.54,1.41,0.29,0.76,0,0,0.337,0.141,3.305,1
2.22,0,0,0,0,0,0,0,0.439,3,1
0.31,0,1.59,0.31,0,0,0,0.323,0,2.15,1
0,1.5,4.51,0,0,0,0,0,0,1.023,1
0,2.23,0,0,0,0,0,0.109,0,2.263,1
0,2.59,1.29,2.59,0,0,0,1.098,0,3.571,1
0,0,1.72,0.86,0,0,0,3.851,0,13.266,1
0.59,0,0,0,0,0,0,0.052,0.105,2.886,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
0.66,0.82,0.99,0.49,0.33,0,0,0.248,0.049,6.161,1
0,0,1.06,0.8,0.93,0,0,0.593,0.217,11.463,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
0.05,0,1.58,0.52,0.31,0,0,0.406,0.388,4.829,1
0.2,0.1,1.84,0,0.3,0,0,0.974,0.396,3.163,1
0,0,0,0,0,0,0,0,0,17.481,1
0,0.71,2.15,0,0,0,0,0.128,0,1.779,1
0.98,0.49,1.3,0,0,0,0,0.179,0.674,2.922,1
0.4,0.1,2.02,0,0.3,0,0,0.977,0.397,3.16,1
4,0,0,0,0,0,0,0,0,8.166,1
0.42,0,1.27,3.38,0,0,0,0.244,0.39,26.405,1
0.23,0.11,1.29,0,0,0,0,0.287,0.107,3.439,1
1.12,0.37,1.87,0,0.74,0,0,0.223,0.223,2.021,1
0.49,0.49,0.99,0,0.49,0,0,0.847,0.077,3.219,1
0.03,0.54,1.45,0.29,0.76,0,0,0.343,0.141,3.328,1
0,0.47,0.95,0,0.47,0,0,0.169,0.452,9.64,1
0,0,0.63,0.31,0,0,0,0.206,0.206,4.171,1
1.41,0.47,1.41,0,0,0,0,0.145,0.145,4.041,1
0.98,0.49,1.3,0,0,0,0,0.179,0.673,2.922,1
1.41,0.47,1.41,0,0,0,0,0.144,0.288,3.745,1
1.96,0,1.96,0,1.96,0,0,0.334,0,3.214,1
0.7,1.65,1.65,0,0.23,0,0,1.362,0.037,5.236,1
0.38,0.38,1.94,0,0.38,0,0,0.122,0,2.08,1
0.33,0,0.66,0,0,0.33,0,0.859,0.101,337.25,1
0.32,0,0.65,0,0,0.32,0,0.858,0.101,337.25,1
0.41,0.2,1.03,0,0,0,0,0.238,0.034,3.632,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
0.49,0.82,1.16,0.91,0.16,0,0,0.25,0.224,5.872,1
0.49,0.82,1.16,0.91,0.16,0,0,0.25,0.224,5.872,1
0,0,2.8,0,0,0,0,0.343,0.171,2.235,1
0,0.32,2.94,1.3,0,0,0,0.276,0.83,3.8,1
0.39,0.39,1.96,0,0.39,0,0,0.124,0,1.94,1
0,0,0,0,0,0,0,0,0,1.055,1
1.47,0.36,0.73,0.36,0,0,0,0.367,0.061,4,1
0,0,0.72,0,0,0,0,0.328,0,1.74,1
0.05,0,1.09,0.74,0.05,0,0,0.01,0.161,2.051,1
0,0.65,3.93,0.32,0.65,0,0,0.529,0.411,3.964,1
0.57,0.14,1.14,0.35,0.21,0,0,0.309,0.103,4.923,1
0.17,0,1.42,1.06,0,0,0,0.278,0.216,8.523,1
0,0,2.3,0.38,0,0,0,0.349,0,5.886,1
0.72,1.45,0,0,0,0,0,0.124,0.124,1.781,1
0,0,0.67,0,0,0,0,0.305,0,1.895,1
0,1.35,0,2.7,0,1.35,0,1.836,0,3.285,1
0.26,0,0.8,0,0,0.26,0,0,0.04,2.779,1
0,1.34,4.48,0,0,0,0,0,0,1.968,1
0.34,0.68,0.34,0,0,0,0,0.224,0.056,2.257,1
1.05,0.52,0.52,0,0,0.52,0,0,0,2.82,1
0.43,0,0,0,0,0,0,0.065,0,9.269,1
0.13,0,0,0.27,0,0,0,0.021,0,1.728,1
0.24,1.68,1.68,0.24,0,0,0,0.677,0.828,4.333,1
0.73,0.09,0.64,0.55,0.18,0,0,0.432,0.135,8.445,1
0,0,0,0,0,0,0,0,0,1,1
0.34,0.68,0.34,0,0,0,0,0.225,0.056,2.257,1
0.51,0.34,1.36,0,0,0,0,0.126,0,2.285,1
0.57,1.72,2.01,0,0.28,0,0,0.19,0,6.584,1
7.27,0,0,0,0,0,0,0.291,0,2.444,1
0.5,0,1.51,0.75,0,0,0,0.432,0.432,2.375,1
0.32,0.98,3.26,0,0.65,0,0,0.103,0,5.85,1
0.16,0,1.51,0,0.16,0,0,0.079,0.105,2,1
0.16,0,1.48,0,0.16,0,0,0.076,0.101,2.03,1
0.17,0,1.55,0,0.17,0,0,0.079,0.106,2,1
0.36,0.36,2.95,1.47,0,0,0,0.435,0.932,2.932,1
0.06,0,1.13,0.13,0.26,0,0,0.41,0.192,4.754,1
0,0,0.56,0,0,0,0,0.394,0,3.537,1
0.16,0,1.52,0,0.16,0,0,0.08,0.107,2.015,1
0.38,0.38,1.92,0,0,0,0,0.117,0,2.061,1
0,0,2.8,0,0,0,0,0,0,11.066,1
0,0,0.56,0,0.28,0,0,0.371,0.046,14.58,1
0,0,2.83,0,0,0,0,0,0,10.533,1
0.08,0.35,2.21,0.17,1.5,0,0,0.339,0.162,4.137,1
0.47,0.94,0.94,0,0,0,0,0.224,0,1.102,1
0,0.89,1.78,0,0,0,0,1.129,0.483,1.826,1
0.18,0,0.37,0.18,0,0,0,0,0.027,2.326,1
0.05,0,1.04,0.75,0.05,0,0,0.02,0.163,1.796,1
0,1.16,0,0,0,0,0,0.215,0,7.552,1
0.44,0,3.09,0,0.44,0,0,0.301,0,2.787,1
0.24,0.49,1.99,0,0,0,0,0.315,0.035,4.071,1
0,0.52,0,0,0,0,0,0.077,0,1.388,1
0,0,0.64,0,0,0,0,1.179,0.117,1.8,1
0.42,1.68,2.1,2.53,0,0,0,0.072,1.457,2.632,1
0,0.88,1.32,0,0,0,0,0.064,0.128,2.215,1
0.98,0,2.46,0.49,0,0,0,0,0,2.373,1
0.49,0.09,0.68,0.59,0.09,0.09,0,0.393,0.145,8.323,1
1.47,0,1.47,0,0,0,0,0,0.248,3.15,1
0,0,1.11,0.76,0.05,0,0,0.01,0.165,1.79,1
0,0,0,0,0,0,0,0,0,2.4,1
0,0,3.35,0.36,0.09,0,0,0.253,0.031,3.771,1
0.11,0,0,0.55,0,0,0,0.035,0.124,1.98,1
0.64,0,1.29,0,0,0,0,0.921,0.345,1.833,1
0,0,1.9,0,0.47,0,0,0.267,0,4.18,1
0.1,0,0,0.54,0,0,0,0.033,0.118,1.987,1
0,0,3.27,0.36,0.09,0,0,0.252,0.031,3.816,1
0,0,3.27,0.36,0.09,0,0,0.252,0.031,3.816,1
1.08,2.17,1.08,0,0,0,0,0.347,0,1.325,1
0.65,0,2.28,0.65,0,0,0,0.288,0.173,3.065,1
0.19,0.98,1.38,0,1.38,0,0,0.766,0.317,6.652,1
0.31,0,0.62,0,0.31,0,0,0.61,0,9.218,1
0,0.5,0.84,0,1.17,0,0,0.613,0.229,9.652,1
0,0.11,2.8,0,0,0.11,0,0.056,0.056,2.153,1
0.72,0,0,0,0,0,0,0.134,0,3.066,1
0,0,3.36,0.36,0.09,0,0,0.237,0.031,3.758,1
0.82,0.82,1.1,0.82,0.27,0,0,0.235,0.188,5.622,1
0.37,1.11,3.34,0,0,0,0,0,0,2.492,1
0,0,1.36,0.68,0.68,0,0,0.238,0.238,2.232,1
1.01,1.26,1.26,0,0,0,0,0.189,0,8.972,1
0.07,0,1.87,0,0.22,0,0,0.119,0.071,3.429,1
0.25,0.25,0.42,0.85,0.08,0,0,0.408,0.118,7.55,1
0,0,2.56,0,0,0,1.28,0.61,0,3.809,1
0.56,1.41,1.12,0,0,0,0,0.158,0,9.25,1
0,0,0,0,2.45,0,0,0.124,0,3.707,1
0,0,0.68,0,0,0.34,0,0.898,0.105,443.666,1
0,0,0,0,0,0,0,0.221,0.665,3.812,1
1.02,0,0.51,0.51,0,0,0,0.071,1.212,7.025,1
0,0.48,5.36,0,0,0,0,1.739,0.173,56.538,1
0,0,0.68,0,0,0.34,0,0.898,0.105,443.333,1
0,0,3.36,0.36,0.09,0,0,0.237,0.031,3.758,1
0.25,0.25,0.42,0.85,0.08,0,0,0.408,0.118,7.55,1
0,0,2.32,0,2.32,0,0,0,0,8.733,1
0,0,2.7,0,0,0,0,0.636,0,3.809,1
0,0,0,0.78,0,0,0,0,0.184,8.161,1
0.03,0.25,1.3,0.39,0.57,0,0,0.458,2.33,6.601,1
0.11,0,1.74,0,0.81,0,0,0.131,0.056,4.47,1
0.33,1,3.02,0,0.67,0,0,0.16,0,6.111,1
0,0.47,5.23,0,0,0,0,1.687,0.168,57.076,1
0,0.46,5.14,0,0,0,0,1.683,0.168,57.076,1
0,0,3.38,0.36,0.09,0,0,0.257,0.032,3.689,1
0.73,2.2,1.47,0,0,0,0,0.088,0,3.048,1
0.63,0.63,0,0,0,0,0,0.979,0,8.476,1
0.74,2.22,1.48,0,0,0,0,0.088,0,3.048,1
0,0.11,1.66,1.9,1.07,0,0,0.418,0.254,9.705,1
0.73,0.73,0,0.73,0,0,0,0.875,0.109,2.08,1
0,1.36,0,0,0,0,0,1.001,0,4.551,1
0.13,0.27,1.42,0.37,0.61,0,0,0.445,0.519,6.029,1
0,0.33,1.35,0,0.84,0,0,0.123,0.278,3.774,1
0,0,2.38,0,0,0,0,0.396,0,22.714,1
0,0,3.38,0.36,0.09,0,0,0.03,0.015,4.192,1
0,0,2.65,1.59,0,0,0,0.095,0.478,5.038,1
0,0,2.64,1.58,0,0,0,0.095,0.475,5.038,1
0,0,2.56,1.53,0,0,0,0.094,0.473,5.038,1
0,2,0.31,0.52,0.1,0,0,0.384,0.182,8.851,1
1.11,2.22,3.33,0,0,0,0,0.138,0.138,2.7,1
0.15,0,3.95,0.15,0.47,0,0,1.3,0.127,5.241,1
0.91,0.91,1.83,0,0,0,0,0.455,0,2.842,1
0.15,0,3.95,0.15,0.47,0,0,1.3,0.127,5.241,1
0.64,0.32,3.24,0,0.32,0,0,0,0.166,1.688,1
1.26,0,1.26,0,0,0,0,0,0.215,3.529,1
0.1,0.91,1.72,0.4,0.2,0,0,0.336,0.16,6.758,1
0,0,0,0,0,0,0,0.016,0,24.375,1
0,0,0,1.12,0,0,0,0.424,0.424,4.1,1
1.18,0,2.36,0,0,0,0,0.421,0,6.275,1
4.54,0,0,0,0,0,0,0,0,1.8,1
0.52,0.13,1.04,0.52,0.19,0,0,0.287,0.106,4.742,1
0,0,2.46,0,0,0,0,0.843,0,2,1
0,0,3,0,0,0,0,2.224,1.223,107.4,1
0,0,3.03,0,0,0,0,2.249,1.237,105.8,1
0.2,0,1.25,1.14,0.2,0,0,0.334,0.175,7.439,1
0,0,0,0,0,0,0,1.235,0,4.466,1
0,0,0,0,0,0,0,0.441,0.662,4.066,1
0.31,0.95,3.5,0,0.63,0,0,0.102,0,5.708,1
0,2.04,0,0,0,0,0,0.174,0,1.787,1
0,1.96,0,0,0,0,0,0.173,0,1.787,1
0,3.51,1.17,0,0,0,0,0.864,0.132,5.87,1
0,1.42,0,0,0,0,0,0,0,2.058,1
0.09,0.87,1.66,0.39,0.19,0,0,0.326,0.155,6.813,1
0.1,0,0,0.73,0,0,0,0.016,0.064,1.915,1
0.04,0,0.28,0.38,0.14,0,0,0.007,0.099,1.867,1
0,1.18,2.83,0.09,0.27,0,0,0.611,0.014,3.707,1
0.74,0,2.61,0,0.37,0,0,0.368,0.552,1.58,1
1.38,0,1.38,0,0,0,0,0.235,0.235,6.266,1
0,3.34,1.48,0,0.37,0,0,0.878,0.175,5.985,1
0,3.34,1.48,0,0.37,0,0,0.878,0.175,5.985,1
0,0,0,0,0,0,0,4.733,0,2.666,1
0.17,0,0,0.34,0,0,0,0,0,1.559,1
0.05,0,1.03,0.74,0.05,0,0,0.02,0.161,2.093,1
0.83,0,0.2,0.2,0,1.46,0,0.182,0.146,3.791,1
